Date,Species,Sampled individuals,Samples,GPS lat,GPS long,Country
2016.0,HIPPOSIDERIDAEHipposideroscaffer,1.0,Blood : 1Feces : 1Full specimen : 1,10.67241,93.3305,
2016.0,NYCTERIDAENycterisarge,1.0,Blood : 1Feces : 1Saliva : 1,10.67841,9.33305,
2016.0,HIPPOSIDERIDAEHipposiderosfuliginosus,1.0,Blood : 1Saliva : 1,10.68999,2.7234,
2016.0,RHINOLOPHIDAERhinolophusswinnyi,1.0,Blood : 1Saliva : 1,10.68999,9.27234,
2016.0,HIPPOSIDERIDAEHipposiderosfuliginosus,11.0,Blood : 10Saliva : 11,10.68999,9.27234,
2016.0,HIPPOSIDERIDAEHipposideroscaffer,16.0,Blood : 16Feces : 1Saliva : 16Full specimen : 1,10.68999,9.27234,
2016.0,RHINOLOPHIDAERhinolophuslanderi,2.0,Blood : 2Saliva : 2,10.68999,9.27234,
2016.0,HIPPOSIDERIDAEHipposiderosbeatus,1.0,Blood : 1Saliva : 1,10.68999,9.27234,
2016.0,PTEROPODIDAERousettusaegyptiacus,10.0,Blood : 10Saliva : 10Rectal swab : 10,12.32034,12.78523,
2016.0,PTEROPODIDAEEpomophoruswahlbergi,6.0,Blood : 6Saliva : 6Rectal swab : 6Full specimen : 1,12.32034,12.78523,
2016.0,#NOM?,2.0,Blood : 2Saliva : 2Rectal swab : 2,12.32034,12.78523,
2016.0,MOLOSSIDAEChaerephonpumilus,10.0,Blood : 9Saliva : 9Rectal swab : 9,12.32034,12.78523,
2016.0,PTEROPODIDAEMegaloglossuswoermanni,5.0,Blood : 5Saliva : 5Rectal swab : 5,12.32034,12.78523,
2016.0,INDETERMINEE,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.32034,12.78523,
2016.0,NYCTERIDAENycterismajor,1.0,Saliva : 1Rectal swab : 1,12.32034,12.78523,
2016.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.32034,13.78523,
2016.0,PTEROPODIDAEEpomophoruswahlbergi,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.40761,12.52503,
2016.0,PTEROPODIDAEEpomophoruswahlbergi,12.0,Blood : 12Saliva : 12Rectal swab : 12Full specimen : 1,12.40761,13.52503,
2016.0,PTEROPODIDAEEpomophoruslabiatus,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.40761,13.52503,
2016.0,PTEROPODIDAEEidolonhelvum,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.40761,13.52503,
2016.0,PTEROPODIDAEEpomophoruswahlbergi,3.0,Blood : 3Saliva : 3Rectal swab : 3,12.53624,13.12122,
2016.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.53624,13.12122,
2016.0,VESPERTILIONIDAEMyotistricolor,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.53624,13.12122,
2016.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,12.53624,13.12122,
2016.0,PTEROPODIDAEEidolonhelvum,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.53653,9.50049,
2016.0,PTEROPODIDAEEidolonhelvum,3.0,Blood : 3Saliva : 3Rectal swab : 3,8.53663,9.50049,
2016.0,PTEROPODIDAEHypsignathusmonstrosus,5.0,Blood : 5Saliva : 5Rectal swab : 5,8.53663,9.50049,
2016.0,PTEROPODIDAEMyonycteris,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.54744,10.13084,
2016.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.55514,10.2244,
2016.0,PTEROPODIDAEMyonycteris,4.0,Blood : 3Saliva : 4Rectal swab : 4Full specimen : 1,8.61295,10.26221,
2016.0,PTEROPODIDAEMyonycterisangolensis,2.0,Blood : 2Saliva : 2Rectal swab : 2,8.61295,10.26221,
2016.0,PTEROPODIDAEMyonycterisangolensis,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.61308,10.26236,
2016.0,PTEROPODIDAEMyonycterisangolensis,13.0,Blood : 13Saliva : 13Rectal swab : 13,8.61308,10.26256,
2016.0,MOLOSSIDAETadaridaaegyptiaca,1.0,Blood : 1Saliva : 1,8.61308,10.26256,
2016.0,INDETERMINEE,1.0,Blood : 1Saliva : 1,8.61308,10.26256,
2016.0,PTEROPODIDAEMyonycterisangolensis,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.61315,10.26216,
2016.0,PTEROPODIDAEMyonycterisangolensis,20.0,Blood : 20Saliva : 20Rectal swab : 20,8.61315,10.26217,
2016.0,PTEROPODIDAEMicropteropuspusillus,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.62298,10.06521,
2016.0,PTEROPODIDAEEpomopsfranqueti,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.62298,10.06521,
2016.0,PTEROPODIDAEEpomopsfranqueti,2.0,Blood : 2Saliva : 2Rectal swab : 2,8.6294,10.07365,
2016.0,PTEROPODIDAEHypsignathusmonstrosus,1.0,Blood : 1Saliva : 1Rectal swab : 1,8.6294,10.07365,
2016.0,MOLOSSIDAEMyopteruswhitleyi,11.0,Blood : 11Feces : 3Saliva : 11,9.52728,13.68561,
2016.0,PTEROPODIDAEEpomophorusgambianus,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.52728,13.68561,
2016.0,MOLOSSIDAETadaridaaegyptiaca,3.0,Blood : 3Saliva : 3,9.52728,13.68561,
2016.0,MOLOSSIDAEMopsnanulus,1.0,Blood : 1Saliva : 1,9.52728,13.68561,
2016.0,#NOM?,4.0,Blood : 4Saliva : 4,9.52728,13.68561,
2016.0,MOLOSSIDAEMopsthersites,1.0,Blood : 1,9.52728,13.68561,
2016.0,PTEROPODIDAEMyonycteristorquata,1.0,Blood : 1Saliva : 1Rectal swab : 1Ectoparasites : 1,9.52728,13.68561,
2016.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.5943,13.65341,
2016.0,#NOM?,16.0,Blood : 15Saliva : 16Rectal swab : 16,9.5943,13.65351,
2016.0,-,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.5943,13.65351,
2016.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.5943,13.65351,
2016.0,INDETERMINEE,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.5943,13.65351,
2016.0,#NOM?,11.0,Blood : 11Saliva : 11Rectal swab : 11,9.59437,13.65334,
2016.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.59437,13.65334,
2016.0,PTEROPODIDAEEpomophorusgambianus,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.59437,13.65334,
2016.0,PTEROPODIDAEMicropteropuspusillus,1.0,Saliva : 1,9.59437,13.65334,
2016.0,PTEROPODIDAERousettusaegyptiacus,16.0,Blood : 16Feces : 1Saliva : 16Rectal swab : 16,9.82325,12.53502,
2016.0,HIPPOSIDERIDAEHipposideroscaffer,3.0,Blood : 2Feces : 1Saliva : 3,9.82325,12.53502,
2016.0,PTEROPODIDAEMyonycterisangolensis,6.0,Blood : 6Saliva : 6Rectal swab : 6,9.82325,12.53502,
2016.0,PTEROPODIDAEEpomophoruswahlbergi,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.82325,12.53502,
2016.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.82325,12.53502,
2016.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.82325,9.82325,
2016.0,PTEROPODIDAEMyonycteristorquata,3.0,Blood : 3Saliva : 3Rectal swab : 3,9.87944,12.5643,
2016.0,VESPERTILIONIDAEMyotisbocagii,10.0,Blood : 10Saliva : 10,9.87944,12.5643,
2016.0,#NOM?,16.0,Blood : 16Saliva : 16,9.87944,12.5643,
2016.0,PTEROPODIDAEMyonycterisangolensis,3.0,Blood : 3Saliva : 3Rectal swab : 3,9.87944,12.5643,
2016.0,HIPPOSIDERIDAEHipposideroscaffer,1.0,Blood : 1Saliva : 1,9.87944,12.5643,
2016.0,VESPERTILIONIDAEKerivoulaargentata,1.0,Blood : 1Saliva : 1,9.87944,12.5643,
2016.0,PTEROPODIDAEMyonycterisangolensis,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.87944,12.5643,
2016.0,PTEROPODIDAERousettusaegyptiacus,9.0,Blood : 9Saliva : 9Rectal swab : 9,9.8829,12.45081,
2016.0,PTEROPODIDAEMyonycterisangolensis,4.0,Blood : 4Saliva : 4Rectal swab : 4,9.8829,12.45081,
2016.0,HIPPOSIDERIDAEHipposideroscaffer,3.0,Blood : 3Saliva : 3,9.8829,12.45081,
2016.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.92943,12.6004,
2016.0,MOLOSSIDAEMopsnanulus,3.0,Blood : 3Saliva : 3,9.95541,12.63736,
2016.0,#NOM?,6.0,Blood : 6Saliva : 6,9.95541,12.63736,
2016.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,9.95541,12.63736,
2016.0,MOLOSSIDAEMopsthersites,1.0,Blood : 1Saliva : 1,9.95541,12.63736,
2017.0,PTEROPODIDAEEpomophorusgambianus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.06582,9.1842,
2017.0,PTEROPODIDAEMyonycteris,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.06582,9.1842,
2017.0,PTEROPODIDAEMyonycteristorquata,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.06582,9.1842,
2017.0,PTEROPODIDAEEpomopsfranqueti,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.06582,9.1842,
2017.0,PTEROPODIDAEMicropteropuspusillus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.06582,9.1842,
2017.0,PTEROPODIDAEEidolonhelvum,2.0,Blood : 2Saliva : 2Rectal swab : 2,10.08464,9.20807,
2017.0,PTEROPODIDAEEpomopsfranqueti,4.0,Blood : 4Saliva : 4Rectal swab : 4,10.08464,9.20807,
2017.0,PTEROPODIDAEEpomophorusgambianus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.08464,9.20807,
2017.0,PTEROPODIDAEEpomopsbuettikoferi,8.0,Blood : 8Saliva : 8Rectal swab : 8,10.11169,11.6628,
2017.0,MOLOSSIDAEMopsthersites,4.0,Blood : 4Saliva : 4,10.11169,11.6628,
2017.0,#NOM?,6.0,Blood : 6Saliva : 6Rectal swab : 3Full specimen : 2,10.11169,11.6628,
2017.0,#NOM?,5.0,Blood : 5Saliva : 5,10.11489,11.65805,
2017.0,MOLOSSIDAEMopsthersites,12.0,Blood : 12Saliva : 12,10.11489,11.65805,
2017.0,MOLOSSIDAEMopsbrachypterus,1.0,Blood : 1Saliva : 1,10.11489,11.65805,
2017.0,MOLOSSIDAEChaerephonpumilus,1.0,Blood : 1Saliva : 1Full specimen : 1,10.11489,11.65805,
2017.0,MOLOSSIDAEMopsnanulus,1.0,Blood : 1Saliva : 1,10.11489,11.65805,
2017.0,#NOM?,1.0,Blood : 1Saliva : 1Rectal swab : 1Full specimen : 1,10.11686,11.64767,
2017.0,PTEROPODIDAEEpomopsbuettikoferi,6.0,Blood : 6Saliva : 6Rectal swab : 6,10.11686,11.64767,
2017.0,PTEROPODIDAEEpomopsbuettikoferi,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.1169,11.6628,
2017.0,MOLOSSIDAEMopsthersites,40.0,Blood : 40Saliva : 39Full specimen : 1,10.13666,11.65655,
2017.0,MOLOSSIDAEMopsbrachypterus,2.0,Blood : 2Saliva : 2,10.13666,11.65655,
2017.0,MOLOSSIDAEMopsnanulus,1.0,Blood : 1Saliva : 1,10.13666,11.65655,
2017.0,PTEROPODIDAEEpomopsfranqueti,6.0,Blood : 6Saliva : 6Rectal swab : 6,10.13714,11.65804,
2017.0,MOLOSSIDAEMopsthersites,5.0,Blood : 5Saliva : 5,10.13714,11.65804,
2017.0,PTEROPODIDAEEpomophorusgambianus,6.0,Blood : 6Saliva : 6Rectal swab : 6Full specimen : 2,10.13714,11.65804,
2017.0,#NOM?,1.0,Blood : 1Saliva : 1,10.15309,12.41656,
2017.0,MOLOSSIDAEMopsnanulus,1.0,Blood : 1Saliva : 1,10.15309,12.41656,
2017.0,MOLOSSIDAEMopsthersites,10.0,Blood : 10Saliva : 10,10.15309,12.41656,
2017.0,MOLOSSIDAEChaerephonpumilus,7.0,Blood : 7Saliva : 7Full specimen : 1,10.15309,12.41656,
2017.0,PTEROPODIDAEEpomopsfranqueti,3.0,Blood : 3Saliva : 3Rectal swab : 3,10.15337,12.53698,
2017.0,MOLOSSIDAEChaerephonpumilus,4.0,Blood : 4Saliva : 4,10.15337,12.53698,
2017.0,MOLOSSIDAEMopscondylurus,1.0,Blood : 1Saliva : 1,10.15337,12.53698,
2017.0,MOLOSSIDAEMopsthersites,3.0,Blood : 3Saliva : 3,10.15337,12.53698,
2017.0,PTEROPODIDAEHypsignathusmonstrosus,1.0,Blood : 1Saliva : 1,10.15337,12.53698,
2017.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.15337,12.53698,
2017.0,MOLOSSIDAEMopsbrachypterus,1.0,Blood : 1Saliva : 1,10.15337,12.53698,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,7.0,Blood : 7Saliva : 7Full specimen : 1,10.19463,9.49742,
2017.0,PTEROPODIDAERousettusaegyptiacus,4.0,Blood : 4Saliva : 4Rectal swab : 4,10.19463,9.49742,
2017.0,PTEROPODIDAEMyonycterisangolensis,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.19463,9.49742,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,1.0,Blood : 1Saliva : 1,10.19463,9.742,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,8.0,Blood : 8Saliva : 8Full specimen : 1,10.21513,9.40841,
2017.0,HIPPOSIDERIDAEHipposideroscyclops,3.0,Blood : 3Saliva : 3,10.21513,9.40841,
2017.0,RHINOLOPHIDAERhinolophusfumigatus,1.0,Blood : 1Saliva : 1,10.21513,9.40841,
2017.0,HIPPOSIDERIDAEHipposiderosruber,1.0,Blood : 1Saliva : 1,10.21513,9.40841,
2017.0,RHINOLOPHIDAERhinolophusfumigatus,6.0,Blood : 6Saliva : 6,10.21555,9.20322,
2017.0,RHINOLOPHIDAERhinolophuslanderi,9.0,Blood : 9Saliva : 9Full specimen : 1,10.21555,9.20322,
2017.0,RHINOLOPHIDAERhinolophusdenti,2.0,Blood : 2Saliva : 2,10.21555,9.20322,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,2.0,Blood : 2Saliva : 2,10.21555,9.20322,
2017.0,NYCTERIDAENycterisarge,1.0,Blood : 1Saliva : 1,10.21555,9.20322,
2017.0,HIPPOSIDERIDAEHipposideroscyclops,1.0,Blood : 1Saliva : 1,10.21555,9.20322,
2017.0,PTEROPODIDAEMyonycterisangolensis,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.25294,12.45696,
2017.0,MOLOSSIDAEChaerephonpumilus,1.0,Blood : 1Saliva : 1,10.25294,12.45796,
2017.0,VESPERTILIONIDAEScotophilusnigrita,1.0,Blood : 1Saliva : 1,10.25294,12.45796,
2017.0,VESPERTILIONIDAEMyotistricolor,1.0,Blood : 1Saliva : 1,10.25294,12.45796,
2017.0,PTEROPODIDAEMyonycterisangolensis,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.25294,12.45796,
2017.0,PTEROPODIDAEEpomophorusgambianus,3.0,Blood : 3Saliva : 3Rectal swab : 3,10.25294,12.45796,
2017.0,PTEROPODIDAEMicropteropuspusillus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.25294,12.45796,
2017.0,PTEROPODIDAERousettusaegyptiacus,3.0,Blood : 3Saliva : 3Rectal swab : 3,10.25294,12.45796,
2017.0,MOLOSSIDAEMyopteruswhitleyi,4.0,Blood : 4Saliva : 4,10.27015,11.97952,
2017.0,#NOM?,26.0,Blood : 26Saliva : 26Full specimen : 1,10.2849,12.23256,
2017.0,HIPPOSIDERIDAEHipposiderosbeatus,2.0,Blood : 2Saliva : 2Full specimen : 1,10.29427,12.27608,
2017.0,PTEROPODIDAEMyonycteristorquata,6.0,Blood : 6Saliva : 6Rectal swab : 5Ectoparasites : 1,10.29427,12.27608,
2017.0,PTEROPODIDAEMyonycterisangolensis,10.0,Blood : 10Saliva : 10Rectal swab : 10,10.29427,12.27608,
2017.0,NYCTERIDAENycterismacrotis,1.0,Blood : 1Saliva : 1Full specimen : 1,10.29427,12.27608,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,4.0,Blood : 2Saliva : 4,10.29427,12.27608,
2017.0,#NOM?,1.0,Blood : 1Saliva : 1Full specimen : 1,10.29427,12.27608,
2017.0,MOLOSSIDAEMopsthersites,10.0,Blood : 10Saliva : 10Full specimen : 1,10.30736,12.23256,
2017.0,MOLOSSIDAEMopsbrachypterus,6.0,Blood : 6Saliva : 6,10.30736,12.23256,
2017.0,VESPERTILIONIDAEScotophilusdinganii,1.0,Blood : 1Saliva : 1,10.30736,12.23256,
2017.0,PTEROPODIDAEMyonycterisangolensis,6.0,Blood : 6Saliva : 6Rectal swab : 6Full specimen : 1,10.32619,12.04755,
2017.0,PTEROPODIDAEMyonycterisangolensis,9.0,Blood : 9Saliva : 9Rectal swab : 9Full specimen : 1,10.33731,12.11282,
2017.0,PTEROPODIDAEMyonycterisangolensis,8.0,Blood : 8Saliva : 8Rectal swab : 8Full specimen : 1,10.3553,12.07694,
2017.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.3617,9.33706,
2017.0,PTEROPODIDAEEpomopsfranqueti,7.0,Blood : 7Saliva : 7Rectal swab : 7Full specimen : 1,10.3617,9.33706,
2017.0,PTEROPODIDAEEidolonhelvum,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.3617,9.33706,
2017.0,PTEROPODIDAEEpomophoruswahlbergi,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.3617,9.33706,
2017.0,#NOM?,3.0,Blood : 3Saliva : 3Rectal swab : 3,10.37102,9.33796,
2017.0,PTEROPODIDAEEidolonhelvum,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.37102,9.33796,
2017.0,PTEROPODIDAEEpomophorusgambianus,2.0,Blood : 2Saliva : 2Rectal swab : 2Full specimen : 1,10.37102,9.33796,
2017.0,MOLOSSIDAEChaerephonmajor,1.0,Blood : 1Saliva : 1,10.37124,9.33149,
2017.0,MOLOSSIDAEChaerephonmajor,2.0,Blood : 2Saliva : 2Full specimen : 1,10.37124,9.33749,
2017.0,PTEROPODIDAEHypsignathusmonstrosus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.37131,9.33748,
2017.0,PTEROPODIDAEEpomophorusgambianus,9.0,Blood : 9Saliva : 9Rectal swab : 9Full specimen : 1,10.37131,9.33748,
2017.0,PTEROPODIDAEEpomopsfranqueti,9.0,Blood : 9Saliva : 9Rectal swab : 9Full specimen : 1,10.37131,9.33748,
2017.0,PTEROPODIDAEEpomophorusgambianus,2.0,Blood : 2Saliva : 2Rectal swab : 2,10.37131,9.33748,
2017.0,HIPPOSIDERIDAEHipposiderosvittatus,1.0,Blood : 1Saliva : 1,10.37131,9.33748,
2017.0,PTEROPODIDAEMyonycterisangolensis,9.0,Blood : 9Saliva : 9Rectal swab : 9,10.37461,12.08268,
2017.0,PTEROPODIDAERousettusaegyptiacus,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.37461,12.08268,
2017.0,PTEROPODIDAERousettusaegyptiacus,20.0,Blood : 20Saliva : 20Rectal swab : 20Full specimen : 2,10.37768,12.07728,
2017.0,PTEROPODIDAEMyonycterisangolensis,2.0,Blood : 2Saliva : 2Rectal swab : 2,10.37768,12.07728,
2017.0,PTEROPODIDAEMyonycterisangolensis,16.0,Blood : 15Saliva : 16Rectal swab : 16,10.39707,12.10094,
2017.0,MOLOSSIDAEMopsbrachypterus,2.0,Blood : 2Saliva : 2,10.48809,12.14383,
2017.0,MOLOSSIDAEMopsthersites,6.0,Blood : 6Saliva : 6Full specimen : 1,10.48809,12.14383,
2017.0,MOLOSSIDAEMopsnanulus,1.0,Blood : 1Saliva : 1,10.48809,12.14383,
2017.0,MOLOSSIDAEMopsbrachypterus,1.0,Blood : 1Saliva : 1,10.53818,12.14511,
2017.0,MOLOSSIDAEMopsthersites,8.0,Blood : 8Saliva : 8Hair : 1Skin : 1,10.53818,12.14511,
2017.0,MOLOSSIDAEMopsnanulus,3.0,Blood : 3Saliva : 3,10.53818,12.14511,
2017.0,VESPERTILIONIDAEScotophilusdinganii,1.0,Blood : 1Saliva : 1,10.53818,12.14511,
2017.0,MOLOSSIDAEMopsthersites,9.0,Blood : 9Saliva : 9Full specimen : 1,10.54093,12.14697,
2017.0,MOLOSSIDAEMopsbrachypterus,1.0,Blood : 1Saliva : 1,10.54093,12.14697,
2017.0,MOLOSSIDAEMopsnanulus,1.0,Blood : 1Saliva : 1,10.54093,12.14697,
2017.0,MOLOSSIDAEMopsthersites,8.0,Blood : 8Saliva : 8,10.54672,12.13835,
2017.0,MOLOSSIDAEMopsnanulus,4.0,Blood : 4Saliva : 4,10.54672,12.13835,
2017.0,PTEROPODIDAEEpomophorusgambianus,11.0,Blood : 11Saliva : 11Rectal swab : 10Full specimen : 1,10.66776,9.24948,
2017.0,PTEROPODIDAEEidolonhelvum,2.0,Blood : 2Saliva : 2Rectal swab : 2,10.66776,9.24948,
2017.0,PTEROPODIDAEEpomopsbuettikoferi,1.0,Blood : 1Saliva : 1Rectal swab : 1,10.66776,9.24948,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,27.0,Blood : 27Saliva : 27,10.67228,9.33317,
2017.0,NYCTERIDAENycterismacrotis,6.0,Blood : 6Saliva : 6Full specimen : 1,10.67228,9.33317,
2017.0,HIPPOSIDERIDAEHipposideroscyclops,1.0,Blood : 1Saliva : 1,10.67228,9.33317,
2017.0,HIPPOSIDERIDAEHipposiderosfuliginosus,3.0,Blood : 3Saliva : 3,10.67228,9.33317,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,27.0,Blood : 27Saliva : 27,10.67239,9.32146,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,20.0,Blood : 19Saliva : 20Full specimen : 1,10.68999,9.27234,
2017.0,HIPPOSIDERIDAEHipposiderosbeatus,1.0,Blood : 1Saliva : 1,10.68999,9.27234,
2017.0,HIPPOSIDERIDAEHipposideroscyclops,10.0,Blood : 10Saliva : 10,10.68999,9.27234,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,1.0,Blood : 1Saliva : 1,10.68999,9.27234,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,22.0,Blood : 22Saliva : 22,10.69006,9.26098,
2017.0,HIPPOSIDERIDAEHipposiderosbeatus,12.0,Blood : 12Saliva : 12,10.69006,9.26098,
2017.0,HIPPOSIDERIDAEHipposideroscaffer,33.0,Blood : 33Saliva : 33Full specimen : 2,10.74422,9.33448,
2017.0,HIPPOSIDERIDAEHipposiderosbeatus,1.0,Blood : 1Saliva : 1,10.74422,9.33448,
2017.0,NYCTERIDAENycterisarge,1.0,Blood : 1Saliva : 1,10.74422,9.33448,
2017.0,#NOM?,22.0,Blood : 21Saliva : 22Full specimen : 1,12.00231,13.12067,
